[23:32:36][modifier.cpp:1094]: 
 == MODIFIER DOCUMENTATION ==
Note on Modifier Categories:
-- These are used internally as a tag to suggest where they are intended to be used, but exact behavior depends upon individual implementation.
-- Pop scope modifiers will generally work on e.g. planets and countries as well as pops, in which case they will apply to all pops belonging to that object.

Printing Modifier Definitions:
- blank_modifier, Category: Pops
- ship_military_station_medium_influence_upkeep_mult, Category: Economic Units
- ship_military_station_medium_unity_upkeep_add, Category: Economic Units
- ship_military_station_medium_unity_upkeep_mult, Category: Economic Units
- ship_military_station_medium_consumer_goods_upkeep_add, Category: Economic Units
- ship_military_station_medium_consumer_goods_upkeep_mult, Category: Economic Units
- ship_military_station_medium_alloys_upkeep_add, Category: Economic Units
- ship_military_station_medium_alloys_upkeep_mult, Category: Economic Units
- ship_military_station_medium_volatile_motes_upkeep_add, Category: Economic Units
- ship_military_station_medium_volatile_motes_upkeep_mult, Category: Economic Units
- ship_military_station_medium_exotic_gases_upkeep_add, Category: Economic Units
- ship_military_station_medium_exotic_gases_upkeep_mult, Category: Economic Units
- ship_military_station_medium_rare_crystals_upkeep_add, Category: Economic Units
- ship_military_station_medium_rare_crystals_upkeep_mult, Category: Economic Units
- ship_military_station_medium_sr_living_metal_upkeep_add, Category: Economic Units
- ship_military_station_medium_sr_living_metal_upkeep_mult, Category: Economic Units
- ship_military_station_medium_sr_zro_upkeep_add, Category: Economic Units
- ship_military_station_medium_sr_zro_upkeep_mult, Category: Economic Units
- ship_military_station_medium_sr_dark_matter_upkeep_add, Category: Economic Units
- ship_military_station_medium_sr_dark_matter_upkeep_mult, Category: Economic Units
- ship_military_station_medium_nanites_upkeep_add, Category: Economic Units
- ship_military_station_medium_nanites_upkeep_mult, Category: Economic Units
- ship_military_station_medium_minor_artifacts_upkeep_add, Category: Economic Units
- ship_military_station_medium_minor_artifacts_upkeep_mult, Category: Economic Units
- ship_military_station_medium_menace_upkeep_add, Category: Economic Units
- ship_military_station_medium_menace_upkeep_mult, Category: Economic Units
- ship_military_station_large_cost_mult, Category: Economic Units
- ship_military_station_large_time_cost_add, Category: Economic Units
- ship_military_station_large_time_cost_mult, Category: Economic Units
- ship_military_station_large_energy_cost_add, Category: Economic Units
- ship_military_station_large_energy_cost_mult, Category: Economic Units
- ship_military_station_large_minerals_cost_add, Category: Economic Units
- ship_military_station_large_minerals_cost_mult, Category: Economic Units
- ship_military_station_large_food_cost_add, Category: Economic Units
- ship_military_station_large_food_cost_mult, Category: Economic Units
- ship_military_station_large_physics_research_cost_add, Category: Economic Units
- ship_military_station_large_physics_research_cost_mult, Category: Economic Units
- ship_military_station_large_society_research_cost_add, Category: Economic Units
- ship_military_station_large_society_research_cost_mult, Category: Economic Units
- ship_military_station_large_engineering_research_cost_add, Category: Economic Units
- ship_military_station_large_engineering_research_cost_mult, Category: Economic Units
- ship_military_station_large_influence_cost_add, Category: Economic Units
- ship_military_station_large_influence_cost_mult, Category: Economic Units
- ship_military_station_large_unity_cost_add, Category: Economic Units
- ship_military_station_large_unity_cost_mult, Category: Economic Units
- ship_military_station_large_consumer_goods_cost_add, Category: Economic Units
- ship_military_station_large_consumer_goods_cost_mult, Category: Economic Units
- ship_military_station_large_alloys_cost_add, Category: Economic Units
- ship_military_station_large_alloys_cost_mult, Category: Economic Units
- ship_military_station_large_volatile_motes_cost_add, Category: Economic Units
- ship_military_station_large_volatile_motes_cost_mult, Category: Economic Units
- ship_military_station_large_exotic_gases_cost_add, Category: Economic Units
- ship_military_station_large_exotic_gases_cost_mult, Category: Economic Units
- ship_military_station_large_rare_crystals_cost_add, Category: Economic Units
- ship_military_station_large_rare_crystals_cost_mult, Category: Economic Units
- ship_military_station_large_sr_living_metal_cost_add, Category: Economic Units
- ship_military_station_large_sr_living_metal_cost_mult, Category: Economic Units
- ship_military_station_large_sr_zro_cost_add, Category: Economic Units
- ship_military_station_large_sr_zro_cost_mult, Category: Economic Units
- ship_military_station_large_sr_dark_matter_cost_add, Category: Economic Units
- ship_military_station_large_sr_dark_matter_cost_mult, Category: Economic Units
- ship_military_station_large_nanites_cost_add, Category: Economic Units
- ship_military_station_large_nanites_cost_mult, Category: Economic Units
- ship_military_station_large_minor_artifacts_cost_add, Category: Economic Units
- ship_military_station_large_minor_artifacts_cost_mult, Category: Economic Units
- ship_military_station_large_menace_cost_add, Category: Economic Units
- ship_military_station_large_menace_cost_mult, Category: Economic Units
- ship_military_station_large_upkeep_mult, Category: Economic Units
- ship_military_station_large_time_upkeep_add, Category: Economic Units
- ship_military_station_large_time_upkeep_mult, Category: Economic Units
- ship_military_station_large_energy_upkeep_add, Category: Economic Units
- ship_military_station_large_energy_upkeep_mult, Category: Economic Units
- ship_military_station_large_minerals_upkeep_add, Category: Economic Units
- ship_military_station_large_minerals_upkeep_mult, Category: Economic Units
- ship_military_station_large_food_upkeep_add, Category: Economic Units
- ship_military_station_large_food_upkeep_mult, Category: Economic Units
- ship_military_station_large_physics_research_upkeep_add, Category: Economic Units
- ship_military_station_large_physics_research_upkeep_mult, Category: Economic Units
- ship_military_station_large_society_research_upkeep_add, Category: Economic Units
- ship_military_station_large_society_research_upkeep_mult, Category: Economic Units
- ship_military_station_large_engineering_research_upkeep_add, Category: Economic Units
- ship_military_station_large_engineering_research_upkeep_mult, Category: Economic Units
- ship_military_station_large_influence_upkeep_add, Category: Economic Units
- ship_military_station_large_influence_upkeep_mult, Category: Economic Units
- ship_military_station_large_unity_upkeep_add, Category: Economic Units
- ship_military_station_large_unity_upkeep_mult, Category: Economic Units
- ship_military_station_large_consumer_goods_upkeep_add, Category: Economic Units
- ship_military_station_large_consumer_goods_upkeep_mult, Category: Economic Units
- ship_military_station_large_alloys_upkeep_add, Category: Economic Units
- ship_military_station_large_alloys_upkeep_mult, Category: Economic Units
- ship_military_station_large_volatile_motes_upkeep_add, Category: Economic Units
- ship_military_station_large_volatile_motes_upkeep_mult, Category: Economic Units
- ship_military_station_large_exotic_gases_upkeep_add, Category: Economic Units
- ship_military_station_large_exotic_gases_upkeep_mult, Category: Economic Units
- ship_military_station_large_rare_crystals_upkeep_add, Category: Economic Units
- ship_military_station_large_rare_crystals_upkeep_mult, Category: Economic Units
- ship_military_station_large_sr_living_metal_upkeep_add, Category: Economic Units
- ship_military_station_large_sr_living_metal_upkeep_mult, Category: Economic Units
- ship_military_station_large_sr_zro_upkeep_add, Category: Economic Units
- ship_military_station_large_sr_zro_upkeep_mult, Category: Economic Units
- ship_military_station_large_sr_dark_matter_upkeep_add, Category: Economic Units
- ship_military_station_large_sr_dark_matter_upkeep_mult, Category: Economic Units
- ship_military_station_large_nanites_upkeep_add, Category: Economic Units
- ship_military_station_large_nanites_upkeep_mult, Category: Economic Units
- ship_military_station_large_minor_artifacts_upkeep_add, Category: Economic Units
- ship_military_station_large_minor_artifacts_upkeep_mult, Category: Economic Units
- ship_military_station_large_menace_upkeep_add, Category: Economic Units
- ship_military_station_large_menace_upkeep_mult, Category: Economic Units
- ship_ion_cannon_cost_mult, Category: Economic Units
- ship_ion_cannon_time_cost_add, Category: Economic Units
- ship_ion_cannon_time_cost_mult, Category: Economic Units
- ship_ion_cannon_energy_cost_add, Category: Economic Units
- ship_ion_cannon_energy_cost_mult, Category: Economic Units
- ship_ion_cannon_minerals_cost_add, Category: Economic Units
- ship_ion_cannon_minerals_cost_mult, Category: Economic Units
- ship_ion_cannon_food_cost_add, Category: Economic Units
- ship_ion_cannon_food_cost_mult, Category: Economic Units
- ship_ion_cannon_physics_research_cost_add, Category: Economic Units
- ship_ion_cannon_physics_research_cost_mult, Category: Economic Units
- ship_ion_cannon_society_research_cost_add, Category: Economic Units
- ship_ion_cannon_society_research_cost_mult, Category: Economic Units
- ship_ion_cannon_engineering_research_cost_add, Category: Economic Units
- ship_ion_cannon_engineering_research_cost_mult, Category: Economic Units
- ship_ion_cannon_influence_cost_add, Category: Economic Units
- ship_ion_cannon_influence_cost_mult, Category: Economic Units
- ship_ion_cannon_unity_cost_add, Category: Economic Units
- ship_ion_cannon_unity_cost_mult, Category: Economic Units
- ship_ion_cannon_consumer_goods_cost_add, Category: Economic Units
- ship_ion_cannon_consumer_goods_cost_mult, Category: Economic Units
- ship_ion_cannon_alloys_cost_add, Category: Economic Units
- ship_ion_cannon_alloys_cost_mult, Category: Economic Units
- ship_ion_cannon_volatile_motes_cost_add, Category: Economic Units
- ship_ion_cannon_volatile_motes_cost_mult, Category: Economic Units
- ship_ion_cannon_exotic_gases_cost_add, Category: Economic Units
- ship_ion_cannon_exotic_gases_cost_mult, Category: Economic Units
- ship_ion_cannon_rare_crystals_cost_add, Category: Economic Units
- ship_ion_cannon_rare_crystals_cost_mult, Category: Economic Units
- ship_ion_cannon_sr_living_metal_cost_add, Category: Economic Units
- ship_ion_cannon_sr_living_metal_cost_mult, Category: Economic Units
- ship_ion_cannon_sr_zro_cost_add, Category: Economic Units
- ship_ion_cannon_sr_zro_cost_mult, Category: Economic Units
- ship_ion_cannon_sr_dark_matter_cost_add, Category: Economic Units
- ship_ion_cannon_sr_dark_matter_cost_mult, Category: Economic Units
- ship_ion_cannon_nanites_cost_add, Category: Economic Units
- ship_ion_cannon_nanites_cost_mult, Category: Economic Units
- ship_ion_cannon_minor_artifacts_cost_add, Category: Economic Units
- ship_ion_cannon_minor_artifacts_cost_mult, Category: Economic Units
- ship_ion_cannon_menace_cost_add, Category: Economic Units
- ship_ion_cannon_menace_cost_mult, Category: Economic Units
- ship_ion_cannon_upkeep_mult, Category: Economic Units
- ship_ion_cannon_time_upkeep_add, Category: Economic Units
- ship_ion_cannon_time_upkeep_mult, Category: Economic Units
- ship_ion_cannon_energy_upkeep_add, Category: Economic Units
- ship_ion_cannon_energy_upkeep_mult, Category: Economic Units
- ship_ion_cannon_minerals_upkeep_add, Category: Economic Units
- ship_ion_cannon_minerals_upkeep_mult, Category: Economic Units
- ship_ion_cannon_food_upkeep_add, Category: Economic Units
- ship_ion_cannon_food_upkeep_mult, Category: Economic Units
- ship_ion_cannon_physics_research_upkeep_add, Category: Economic Units
- ship_ion_cannon_physics_research_upkeep_mult, Category: Economic Units
- ship_ion_cannon_society_research_upkeep_add, Category: Economic Units
- ship_ion_cannon_society_research_upkeep_mult, Category: Economic Units
- ship_ion_cannon_engineering_research_upkeep_add, Category: Economic Units
- ship_ion_cannon_engineering_research_upkeep_mult, Category: Economic Units
- ship_ion_cannon_influence_upkeep_add, Category: Economic Units
- ship_ion_cannon_influence_upkeep_mult, Category: Economic Units
- ship_ion_cannon_unity_upkeep_add, Category: Economic Units
- ship_ion_cannon_unity_upkeep_mult, Category: Economic Units
- ship_ion_cannon_consumer_goods_upkeep_add, Category: Economic Units
- ship_ion_cannon_consumer_goods_upkeep_mult, Category: Economic Units
- ship_ion_cannon_alloys_upkeep_add, Category: Economic Units
